locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIFIKDCD_00683	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
DIFIKDCD_00684	CDS	153				hypothetical protein
DIFIKDCD_00685	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
DIFIKDCD_00686	CDS	264				hypothetical protein
DIFIKDCD_00687	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
DIFIKDCD_00688	CDS	2082	fusA			elongation factor G FusA
DIFIKDCD_00689	CDS	471	rpsG		COG0049	Small ribosomal subunit protein uS7
DIFIKDCD_00690	CDS	414	rpsL		COG0048	Small ribosomal subunit protein uS12
DIFIKDCD_00691	CDS	3798	spuA	3.2.1.41	COG0508	Pullulanase A
DIFIKDCD_00692	CDS	1050	cmoO	1.14.14.-	COG2141	N-acetyl-S-alkylcysteine monooxygenase
DIFIKDCD_00693	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DIFIKDCD_00694	CDS	1380	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
DIFIKDCD_00695	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DIFIKDCD_00696	CDS	1260		3.4.24.-		Putative zinc metalloprotease
DIFIKDCD_00697	CDS	804				hypothetical protein
DIFIKDCD_00698	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
DIFIKDCD_00699	CDS	573				hypothetical protein
DIFIKDCD_00700	CDS	972	ruvB	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
DIFIKDCD_00701	CDS	417				hypothetical protein
DIFIKDCD_00702	CDS	696				hypothetical protein
DIFIKDCD_00703	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
DIFIKDCD_00704	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
DIFIKDCD_00705	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
DIFIKDCD_00706	CDS	2439	ybiW	4.2.1.-	COG1882	putative dehydratase YbiW
DIFIKDCD_00707	CDS	1299	licC_2		COG1455	Lichenan permease IIC component
DIFIKDCD_00708	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
DIFIKDCD_00709	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
DIFIKDCD_00710	CDS	837				hypothetical protein
DIFIKDCD_00711	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DIFIKDCD_00712	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
DIFIKDCD_00713	CDS	1092	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
DIFIKDCD_00714	CDS	228				hypothetical protein
DIFIKDCD_00715	CDS	1299	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
DIFIKDCD_00716	CDS	3939	strH	3.2.1.52	COG3064	Beta-N-acetylhexosaminidase
DIFIKDCD_00717	CDS	717	gamR		COG2188	HTH-type transcriptional repressor GamR
DIFIKDCD_00718	CDS	1788	bga	3.2.1.23		Beta-galactosidase
DIFIKDCD_00719	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
DIFIKDCD_00720	CDS	906				hypothetical protein
DIFIKDCD_00721	CDS	816	manZ_3		COG3716	PTS system mannose-specific EIID component
DIFIKDCD_00722	CDS	339	manX_3	2.7.1.191		PTS system mannose-specific EIIAB component
DIFIKDCD_00723	CDS	1167	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
DIFIKDCD_00724	CDS	1038	mro	5.1.3.3		Aldose 1-epimerase
DIFIKDCD_00725	CDS	855	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
DIFIKDCD_00726	CDS	258				hypothetical protein
DIFIKDCD_00727	CDS	318				hypothetical protein
DIFIKDCD_00728	CDS	117				hypothetical protein
DIFIKDCD_00729	CDS	765	deoD_1	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
DIFIKDCD_00730	CDS	1380	ktrB		COG0168	Ktr system potassium uptake protein B
DIFIKDCD_00731	CDS	666	ktrC		COG0569	Ktr system potassium uptake protein C
DIFIKDCD_00732	CDS	159				hypothetical protein
DIFIKDCD_00733	CDS	540				hypothetical protein
DIFIKDCD_00734	CDS	339				hypothetical protein
DIFIKDCD_00735	CDS	492				hypothetical protein
DIFIKDCD_00736	CDS	699	saeR		COG0745	Response regulator SaeR
DIFIKDCD_00737	CDS	1053	saeS	2.7.13.3		Histidine protein kinase SaeS
DIFIKDCD_00738	CDS	612	rpsD		COG0522	Small ribosomal subunit protein uS4
DIFIKDCD_00739	CDS	222				hypothetical protein
DIFIKDCD_00740	CDS	930	yteP		COG4209	Polygalacturonan/rhamnogalacturonan transport system permease protein YteP
DIFIKDCD_00741	CDS	924	ytcP		COG0395	Polygalacturonan/rhamnogalacturonan transport system permease protein YtcP
DIFIKDCD_00742	CDS	1476			COG1653	Carbohydrate ABC transporter substrate-binding protein
DIFIKDCD_00743	CDS	987	trhO	1.14.-.-	COG1054	tRNA uridine(34) hydroxylase
DIFIKDCD_00744	CDS	861				hypothetical protein
DIFIKDCD_00745	CDS	1065				hypothetical protein
DIFIKDCD_00746	CDS	912				hypothetical protein
DIFIKDCD_00747	CDS	594				hypothetical protein
DIFIKDCD_00748	CDS	327				hypothetical protein
DIFIKDCD_00749	CDS	1167	yycB		COG2807	putative transporter YycB
DIFIKDCD_00750	CDS	276	hup		COG0776	DNA-binding protein HU
DIFIKDCD_00751	CDS	840			COG1307	DegV domain-containing protein
DIFIKDCD_00752	CDS	849				hypothetical protein
DIFIKDCD_00753	CDS	918	ribCF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
DIFIKDCD_00754	CDS	294	rpmA		COG0211	Large ribosomal subunit protein bL27
DIFIKDCD_00755	CDS	345				hypothetical protein
DIFIKDCD_00756	CDS	315	rplU		COG0261	Large ribosomal subunit protein bL21
DIFIKDCD_00757	CDS	687				hypothetical protein
DIFIKDCD_00758	CDS	300			COG0718	Nucleoid-associated protein
DIFIKDCD_00759	CDS	975	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
DIFIKDCD_00760	CDS	897	rluD_2	5.4.99.23		Ribosomal large subunit pseudouridine synthase D
DIFIKDCD_00761	CDS	819	nadK	2.7.1.23	COG0061	NAD kinase
DIFIKDCD_00762	CDS	672	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
DIFIKDCD_00763	CDS	570	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
DIFIKDCD_00764	CDS	960	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
DIFIKDCD_00765	CDS	1116	iscS_1	2.8.1.7		Cysteine desulfurase IscS
DIFIKDCD_00766	CDS	348				hypothetical protein
DIFIKDCD_00767	CDS	144				hypothetical protein
DIFIKDCD_00768	CDS	642	rex		COG2344	Redox-sensing transcriptional repressor Rex
DIFIKDCD_00769	CDS	690		2.4.2.-	COG2071	Putative glutamine amidotransferase
DIFIKDCD_00770	CDS	681				hypothetical protein
DIFIKDCD_00771	CDS	2292	pcrA	5.6.2.4	COG0210	ATP-dependent DNA helicase PcrA
DIFIKDCD_00772	CDS	390			COG3039	IS5 family transposase IS1381
DIFIKDCD_00773	CDS	207			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_00774	CDS	183			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_00775	CDS	285				hypothetical protein
DIFIKDCD_00776	CDS	861	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
DIFIKDCD_00777	CDS	1278	guaB1	1.7.1.7		GMP reductase
DIFIKDCD_00778	CDS	552				hypothetical protein
DIFIKDCD_00779	CDS	1260	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DIFIKDCD_00780	CDS	159				hypothetical protein
DIFIKDCD_00781	CDS	1311	obg	3.6.5.-	COG0536	GTPase Obg
DIFIKDCD_00782	CDS	135				hypothetical protein
DIFIKDCD_00783	CDS	177				hypothetical protein
DIFIKDCD_00784	CDS	1326		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
DIFIKDCD_00785	CDS	1044	cpoA	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
DIFIKDCD_00786	CDS	330	sufT			Fe-S protein maturation auxiliary factor SufT
DIFIKDCD_00787	CDS	1110	sigA		COG0568	RNA polymerase sigma factor SigA
DIFIKDCD_00788	CDS	1761	dnaG	2.7.7.101		DNA primase
DIFIKDCD_00789	CDS	759	cmpD	7.6.2.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
DIFIKDCD_00790	CDS	867				hypothetical protein
DIFIKDCD_00791	CDS	1005				hypothetical protein
DIFIKDCD_00792	CDS	2697	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
DIFIKDCD_00793	CDS	1230	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
DIFIKDCD_00794	CDS	249				hypothetical protein
DIFIKDCD_00795	CDS	474				hypothetical protein
DIFIKDCD_00796	CDS	744	strA	3.4.22.-	COG3764	Sortase A
DIFIKDCD_00797	CDS	2469	gyrA			DNA gyrase subunit A GyrA
DIFIKDCD_00798	CDS	987	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
DIFIKDCD_00799	CDS	3255				hypothetical protein
DIFIKDCD_00800	CDS	1872				hypothetical protein
DIFIKDCD_00801	CDS	264				hypothetical protein
DIFIKDCD_00802	CDS	243				hypothetical protein
DIFIKDCD_00803	CDS	810	walJ	3.1.11.-	COG1235	Exodeoxyribonuclease WalJ
DIFIKDCD_00804	CDS	1350	walK	2.7.13.3	COG5002	Sensor histidine protein kinase/phosphatase WalK
DIFIKDCD_00805	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
DIFIKDCD_00806	CDS	1176	mutY	3.2.2.31		Adenine DNA glycosylase
DIFIKDCD_00807	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
DIFIKDCD_00808	CDS	690	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
DIFIKDCD_00809	CDS	552	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
DIFIKDCD_00810	CDS	564	panT		COG4684	Pantothenic acid transporter PanT
DIFIKDCD_00811	CDS	528	niaX			Niacin transporter NiaX
DIFIKDCD_00812	CDS	516	niaR		COG1827	putative transcription repressor NiaR
DIFIKDCD_00813	CDS	468	nudC	3.6.1.22		NAD-capped RNA hydrolase NudC
DIFIKDCD_00814	CDS	489	mshD_1	2.3.1.189		Mycothiol acetyltransferase
DIFIKDCD_00815	CDS	564				hypothetical protein
DIFIKDCD_00816	CDS	1989	uvrB			UvrABC system protein B
DIFIKDCD_00817	CDS	954				hypothetical protein
DIFIKDCD_00818	CDS	2166	mltF			Membrane-bound lytic murein transglycosylase F
DIFIKDCD_00819	CDS	741	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
DIFIKDCD_00820	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
DIFIKDCD_00821	CDS	1278	ftsY	3.6.5.4		Signal recognition particle receptor FtsY
DIFIKDCD_00822	CDS	819	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
DIFIKDCD_00823	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
DIFIKDCD_00824	CDS	3540	smc_1		COG1196	Chromosome partition protein Smc
DIFIKDCD_00825	CDS	699	rnc	3.1.26.3		Ribonuclease 3
DIFIKDCD_00826	tRNA	74				tRNA-Arg(ccg)
DIFIKDCD_00827	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
DIFIKDCD_00828	CDS	1380				hypothetical protein
DIFIKDCD_00829	CDS	1779				hypothetical protein
DIFIKDCD_00830	CDS	2181	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
DIFIKDCD_00831	CDS	816	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
DIFIKDCD_00832	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
DIFIKDCD_00833	CDS	1191	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
DIFIKDCD_00834	CDS	936	pyrDA	1.3.98.1	COG0167	putative dihydroorotate dehydrogenase A (fumarate)
DIFIKDCD_00835	CDS	1038	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
DIFIKDCD_00836	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
DIFIKDCD_00837	CDS	531				hypothetical protein
DIFIKDCD_00838	CDS	1086	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
DIFIKDCD_00839	CDS	483				hypothetical protein
DIFIKDCD_00840	CDS	1542	ybiT_1		COG0488	putative ATP-binding protein YbiT
DIFIKDCD_00841	CDS	804				hypothetical protein
DIFIKDCD_00842	CDS	222				hypothetical protein
DIFIKDCD_00843	CDS	273	rpsP		COG0228	Small ribosomal subunit protein bS16
DIFIKDCD_00844	CDS	240	khpA		COG1837	RNA-binding protein KhpA
DIFIKDCD_00845	CDS	789				hypothetical protein
DIFIKDCD_00846	CDS	519	rimM			Ribosome maturation factor RimM
DIFIKDCD_00847	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
DIFIKDCD_00848	CDS	339				hypothetical protein
DIFIKDCD_00849	CDS	321				hypothetical protein
DIFIKDCD_00850	CDS	216				hypothetical protein
DIFIKDCD_00851	CDS	189				hypothetical protein
DIFIKDCD_00852	CDS	537	bioY2		COG1268	Biotin transporter BioY2
DIFIKDCD_00853	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
DIFIKDCD_00854	CDS	1200	yknX		COG0845	Putative efflux system component YknX
DIFIKDCD_00855	CDS	702	yknY_2	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
DIFIKDCD_00856	CDS	1260	yknZ		COG0577	putative ABC transporter permease YknZ
DIFIKDCD_00857	CDS	1998	metG	6.1.1.10		Methionine--tRNA ligase
DIFIKDCD_00858	CDS	282				hypothetical protein
DIFIKDCD_00859	CDS	321				hypothetical protein
DIFIKDCD_00860	CDS	816				hypothetical protein
DIFIKDCD_00861	CDS	927	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
DIFIKDCD_00862	CDS	237				hypothetical protein
DIFIKDCD_00863	CDS	699		1.1.1.-	COG1028	3beta-hydroxysteroid dehydrogenase 2
DIFIKDCD_00864	CDS	207				hypothetical protein
DIFIKDCD_00865	CDS	255				hypothetical protein
DIFIKDCD_00866	CDS	870				hypothetical protein
DIFIKDCD_00867	CDS	441				hypothetical protein
DIFIKDCD_00868	CDS	2547	pepN	3.4.11.2		Aminopeptidase N
DIFIKDCD_00869	CDS	675	arlR_1		COG0745	Response regulator ArlR
DIFIKDCD_00870	CDS	1335	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
DIFIKDCD_00871	CDS	288				hypothetical protein
DIFIKDCD_00872	CDS	930	ubiU	1.97.1.15		Ubiquinone biosynthesis hydroxylase UbiU
DIFIKDCD_00873	CDS	504				ISL3 family transposaseA
DIFIKDCD_00874	CDS	117				hypothetical protein
DIFIKDCD_00875	CDS	174	leuD_1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
DIFIKDCD_00876	CDS	141	leuD_2	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
DIFIKDCD_00877	CDS	270				hypothetical protein
DIFIKDCD_00878	CDS	696	leuB_1	1.1.1.85		3-isopropylmalate dehydrogenase
DIFIKDCD_00879	CDS	318	leuB_2	1.1.1.85		3-isopropylmalate dehydrogenase
DIFIKDCD_00880	CDS	420	leuA_1	2.3.3.13		2-isopropylmalate synthase
DIFIKDCD_00881	CDS	633	leuA_2	2.3.3.13		2-isopropylmalate synthase
DIFIKDCD_00882	CDS	657				hypothetical protein
DIFIKDCD_00883	CDS	633	cutC		COG3142	PF03932 family protein CutC
DIFIKDCD_00884	CDS	360	ybaN		COG2832	Inner membrane protein YbaN
DIFIKDCD_00885	CDS	2088	topA	5.6.2.1	COG0550	DNA topoisomerase 1
DIFIKDCD_00886	CDS	1044				hypothetical protein
DIFIKDCD_00887	CDS	849	dprA		COG0758	DNA processing protein DprA
DIFIKDCD_00888	CDS	690	licC_3	2.7.7.15	COG4750	Choline-phosphate cytidylyltransferase
DIFIKDCD_00889	CDS	879				hypothetical protein
DIFIKDCD_00890	CDS	870	thiK	2.7.1.89		Thiamine kinase
DIFIKDCD_00891	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase
DIFIKDCD_00892	CDS	708	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase
DIFIKDCD_00893	CDS	1488				hypothetical protein
DIFIKDCD_00894	CDS	804				hypothetical protein
DIFIKDCD_00895	CDS	810				hypothetical protein
DIFIKDCD_00896	CDS	3177	carB	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
DIFIKDCD_00897	CDS	1080	pyrAA	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
DIFIKDCD_00898	CDS	924	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
DIFIKDCD_00899	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
DIFIKDCD_00900	CDS	630	pdg		COG0177	Ultraviolet N-glycosylase/AP lyase
DIFIKDCD_00901	CDS	543				hypothetical protein
DIFIKDCD_00902	CDS	1560	yheS_1		COG0488	putative ATP-binding protein YheS
DIFIKDCD_00903	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
DIFIKDCD_00904	CDS	561	lemA		COG1704	Protein LemA
DIFIKDCD_00905	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
DIFIKDCD_00906	CDS	1284	pyrP		COG2233	Uracil permease
DIFIKDCD_00907	CDS	1572	ffh	3.6.5.4	COG0541	Signal recognition particle protein
DIFIKDCD_00908	CDS	333				hypothetical protein
DIFIKDCD_00909	CDS	378				hypothetical protein
DIFIKDCD_00910	CDS	1305				hypothetical protein
DIFIKDCD_00911	CDS	807		3.1.3.-		Putative phosphatase
DIFIKDCD_00912	tRNA	72				tRNA-Arg(cct)
DIFIKDCD_00913	CDS	348	rplS		COG0335	Large ribosomal subunit protein bL19
DIFIKDCD_00914	CDS	330	fluC2		COG0239	Fluoride-specific ion channel FluC 2
DIFIKDCD_00915	CDS	375	fluC1		COG0239	Fluoride-specific ion channel FluC 1
DIFIKDCD_00916	CDS	267				hypothetical protein
DIFIKDCD_00917	CDS	435				hypothetical protein
DIFIKDCD_00918	CDS	1461	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
DIFIKDCD_00919	CDS	1350	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
DIFIKDCD_00920	CDS	690		2.4.2.-	COG2071	Putative glutamine amidotransferase
DIFIKDCD_00921	CDS	1767			COG1132	putative ABC transporter ATP-binding protein
DIFIKDCD_00922	CDS	309				hypothetical protein
DIFIKDCD_00923	CDS	1695			COG1132	putative ABC transporter ATP-binding protein
DIFIKDCD_00924	CDS	2535	mutS		COG0249	DNA mismatch repair protein MutS
DIFIKDCD_00925	CDS	447	argR_1		COG1438	Arginine regulator
DIFIKDCD_00926	CDS	1692	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
DIFIKDCD_00927	CDS	300			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_00928	CDS	156				hypothetical protein
DIFIKDCD_00929	CDS	555				hypothetical protein
DIFIKDCD_00930	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
DIFIKDCD_00931	CDS	1332	sasA_3	2.7.13.3		Adaptive-response sensory-kinase SasA
DIFIKDCD_00932	CDS	876	pstS2		COG0226	Phosphate-binding protein PstS 2
DIFIKDCD_00933	CDS	864				hypothetical protein
DIFIKDCD_00934	CDS	816				hypothetical protein
DIFIKDCD_00935	CDS	753	pstB3_3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
DIFIKDCD_00936	CDS	651	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
DIFIKDCD_00937	CDS	426				IS1380 family transposase ISSpn5
DIFIKDCD_00938	CDS	441				hypothetical protein
DIFIKDCD_00939	CDS	1017	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DIFIKDCD_00940	CDS	900	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
DIFIKDCD_00941	CDS	678	gluP	3.4.21.105	COG0457	Rhomboid protease GluP
DIFIKDCD_00942	CDS	540	yqgN		COG0212	putative protein YqgN
DIFIKDCD_00943	CDS	1131	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
DIFIKDCD_00944	CDS	699	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
DIFIKDCD_00945	CDS	912	yicL_1		COG0697	putative inner membrane transporter YicL
DIFIKDCD_00946	CDS	2466	mtgA	2.4.99.28		Biosynthetic peptidoglycan transglycosylase
DIFIKDCD_00947	CDS	1257	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DIFIKDCD_00948	CDS	2064	ctpC	7.2.2.12	COG2217	Zinc-exporting P-type ATPase
DIFIKDCD_00949	CDS	279				hypothetical protein
DIFIKDCD_00950	CDS	849	rlmA	2.1.1.187	COG2226	23S rRNA (guanine(745)-N(1))-methyltransferase
DIFIKDCD_00951	CDS	573				hypothetical protein
DIFIKDCD_00952	CDS	936				hypothetical protein
DIFIKDCD_00953	CDS	1221				hypothetical protein
DIFIKDCD_00954	CDS	462				hypothetical protein
DIFIKDCD_00955	CDS	1548				hypothetical protein
DIFIKDCD_00956	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
DIFIKDCD_00957	CDS	1482	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
DIFIKDCD_00958	CDS	1179	galK_1	2.7.1.6	COG0153	Galactokinase
DIFIKDCD_00959	CDS	1008	ganR		COG1609	HTH-type transcriptional regulator GanR
DIFIKDCD_00960	CDS	1038	adh_2	1.1.1.1	COG1063	Alcohol dehydrogenase
DIFIKDCD_00961	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
DIFIKDCD_00962	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
DIFIKDCD_00963	CDS	537				hypothetical protein
DIFIKDCD_00964	CDS	807				hypothetical protein
DIFIKDCD_00965	CDS	1521	egtUBC		COG1174	Ergothioneine transporter EgtUBC
DIFIKDCD_00966	CDS	729	opuBA		COG0517	Choline transport ATP-binding protein OpuBA
DIFIKDCD_00967	CDS	765				hypothetical protein
DIFIKDCD_00968	CDS	444				hypothetical protein
DIFIKDCD_00969	CDS	297				hypothetical protein
DIFIKDCD_00970	CDS	1065	pepA_1	3.4.11.7	COG1363	Glutamyl aminopeptidase
DIFIKDCD_00971	CDS	720	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
DIFIKDCD_00972	CDS	111				hypothetical protein
DIFIKDCD_00973	CDS	960	yclN		COG4606	Petrobactin import system permease protein YclN
DIFIKDCD_00974	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
DIFIKDCD_00975	CDS	753	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
DIFIKDCD_00976	CDS	966	yclQ		COG4607	Petrobactin-binding protein YclQ
DIFIKDCD_00977	CDS	243			COG0759	Putative membrane protein insertion efficiency factor
DIFIKDCD_00978	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
DIFIKDCD_00979	CDS	570	scpB		COG1386	Segregation and condensation protein B
DIFIKDCD_00980	CDS	729	scpA		COG1354	Segregation and condensation protein A
DIFIKDCD_00981	CDS	735			COG4974	Tyrosine recombinase XerD-like protein
DIFIKDCD_00982	CDS	462				hypothetical protein
DIFIKDCD_00983	CDS	522				hypothetical protein
DIFIKDCD_00984	CDS	972		3.6.1.66		dITP/XTP pyrophosphatase
DIFIKDCD_00985	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
DIFIKDCD_00986	CDS	249				hypothetical protein
DIFIKDCD_00987	CDS	1626	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
DIFIKDCD_00988	CDS	1968				hypothetical protein
DIFIKDCD_00989	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
DIFIKDCD_00990	CDS	519				ISL3 family transposase IS1167
DIFIKDCD_00991	CDS	1203	rpsA		COG0539	Small ribosomal subunit protein bS1
DIFIKDCD_00992	tRNA	72				tRNA-Gln(ttg)
DIFIKDCD_00993	tRNA	81				tRNA-Tyr(gta)
DIFIKDCD_00994	CDS	231				hypothetical protein
DIFIKDCD_00995	CDS	645	pcp_2	3.4.19.3		Pyrrolidone-carboxylate peptidase
DIFIKDCD_00996	CDS	924				hypothetical protein
DIFIKDCD_00997	CDS	690				hypothetical protein
DIFIKDCD_00998	CDS	705	sarA_1		COG4166	Oligopeptide-binding protein SarA
DIFIKDCD_00999	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
DIFIKDCD_01000	CDS	2436	parC			DNA topoisomerase IV subunit A ParC
DIFIKDCD_01001	CDS	108				hypothetical protein
DIFIKDCD_01002	CDS	1944	parE			DNA topoisomerase IV subunit B ParE
DIFIKDCD_01003	CDS	642	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
DIFIKDCD_01004	CDS	834				IS3 family transposase ISSpn11
DIFIKDCD_01005	CDS	168				hypothetical protein
DIFIKDCD_01006	CDS	213				IS3 family transposase ISSpn11
DIFIKDCD_01007	CDS	957	nupC		COG1079	Nucleoside ABC transporter permease protein NupC
DIFIKDCD_01008	CDS	1059	nupB		COG4603	Nucleoside ABC transporter permease protein NupB
DIFIKDCD_01009	CDS	1536	nupA	7.6.2.-	COG3845	Nucleoside import ATP-binding protein NupA
DIFIKDCD_01010	CDS	1053	bmpA		COG1744	ABC transporter nucleoside-binding protein BmpA
DIFIKDCD_01011	CDS	390	cdd	3.5.4.5	COG0295	Cytidine deaminase
DIFIKDCD_01012	CDS	663	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
DIFIKDCD_01013	CDS	1278	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
DIFIKDCD_01014	CDS	591	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
DIFIKDCD_01015	CDS	237				hypothetical protein
DIFIKDCD_01016	CDS	921	coaA	2.7.1.33	COG1072	Pantothenate kinase
DIFIKDCD_01017	CDS	237	rpsT		COG0268	Small ribosomal subunit protein bS20
DIFIKDCD_01018	CDS	354				hypothetical protein
DIFIKDCD_01019	CDS	711	deoD_2	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
DIFIKDCD_01020	CDS	513				hypothetical protein
DIFIKDCD_01021	CDS	993				hypothetical protein
DIFIKDCD_01022	CDS	810	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
DIFIKDCD_01023	CDS	543				hypothetical protein
DIFIKDCD_01024	CDS	1212	deoB	5.4.2.7	COG1015	Phosphopentomutase
DIFIKDCD_01025	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
